customer_id,last_purchase_date,frequency,monetary,units_sold,products_purchased,country,recency,r_score,f_score,m_score,rfm_score,rfm_code,segment
15852,2011-06-06 11:22:00,2,160.71,48,22,United Kingdom,187,1,3,1,5,131,At-risk customers
18203,2011-07-05 13:07:00,1,160.42000000000002,43,19,United Kingdom,158,2,2,1,5,221,Lost or low-value customers
13598,2011-10-23 14:28:00,1,160.04,52,33,United Kingdom,48,3,1,1,5,311,Other customers
13420,2011-07-13 08:48:00,2,159.85,101,8,United Kingdom,150,2,2,1,5,221,Lost or low-value customers
16213,2011-09-22 10:03:00,1,159.0,48,6,United Kingdom,79,2,2,1,5,221,Lost or low-value customers
14089,2011-10-14 10:38:00,1,158.75,133,13,United Kingdom,57,3,1,1,5,311,Other customers
14799,2011-10-19 16:16:00,1,157.7,146,13,United Kingdom,52,3,1,1,5,311,Other customers
14585,2011-10-20 14:33:00,1,157.05,91,29,United Kingdom,51,3,1,1,5,311,Other customers
15740,2011-10-21 14:29:00,1,154.88,152,9,United Kingdom,50,3,1,1,5,311,Other customers
17026,2011-06-07 14:28:00,2,154.82999999999998,97,4,United Kingdom,186,1,3,1,5,131,At-risk customers
17899,2011-07-03 14:58:00,1,154.55,170,29,United Kingdom,160,2,2,1,5,221,Lost or low-value customers
12602,2011-10-12 11:22:00,1,153.12,162,12,France,59,3,1,1,5,311,Other customers
14813,2010-12-05 11:57:00,2,152.88,66,25,United Kingdom,370,1,3,1,5,131,At-risk customers
17984,2011-07-17 15:59:00,1,152.68,98,48,United Kingdom,146,2,2,1,5,221,Lost or low-value customers
17707,2011-06-07 15:03:00,2,152.4,144,3,United Kingdom,186,1,3,1,5,131,At-risk customers
14039,2011-11-06 13:48:00,1,152.2,92,6,United Kingdom,34,3,1,1,5,311,Other customers
13697,2011-11-01 09:14:00,1,151.29999999999998,177,12,United Kingdom,39,3,1,1,5,311,Other customers
18200,2011-08-25 18:45:00,1,150.35,104,29,United Kingdom,107,2,2,1,5,221,Lost or low-value customers
15869,2011-03-07 17:23:00,2,149.64,175,13,United Kingdom,278,1,3,1,5,131,At-risk customers
17946,2011-04-20 17:00:00,2,149.57999999999998,75,18,United Kingdom,234,1,3,1,5,131,At-risk customers
18262,2011-07-22 16:04:00,1,149.48,182,13,United Kingdom,141,2,2,1,5,221,Lost or low-value customers
14098,2011-11-03 10:13:00,1,147.35,104,21,United Kingdom,37,3,1,1,5,311,Other customers
15748,2011-10-30 12:51:00,1,144.36,50,19,United Kingdom,41,3,1,1,5,311,Other customers
16461,2011-06-15 12:07:00,1,142.92,48,31,United Kingdom,178,2,2,1,5,221,Lost or low-value customers
16287,2011-06-23 09:08:00,1,142.5,298,8,United Kingdom,170,2,2,1,5,221,Lost or low-value customers
13483,2011-10-05 11:53:00,1,140.34,160,10,United Kingdom,66,3,1,1,5,311,Other customers
17122,2011-08-12 14:33:00,1,138.32,80,7,United Kingdom,120,2,2,1,5,221,Lost or low-value customers
16050,2011-06-19 11:44:00,1,137.9,278,10,United Kingdom,174,2,2,1,5,221,Lost or low-value customers
17709,2011-06-23 11:55:00,1,137.45,17,7,United Kingdom,170,2,2,1,5,221,Lost or low-value customers
16114,2011-06-22 10:13:00,1,135.75000000000003,43,8,United Kingdom,171,2,2,1,5,221,Lost or low-value customers
13364,2011-09-29 18:13:00,1,134.95999999999998,71,10,United Kingdom,72,3,1,1,5,311,Other customers
14174,2011-11-06 13:17:00,1,134.46,94,26,United Kingdom,34,3,1,1,5,311,Other customers
15276,2011-10-04 16:39:00,1,128.63,61,49,United Kingdom,67,3,1,1,5,311,Other customers
14861,2011-10-18 12:54:00,1,125.79,117,6,United Kingdom,53,3,1,1,5,311,Other customers
15017,2011-11-06 10:33:00,1,125.58,63,20,United Kingdom,34,3,1,1,5,311,Other customers
13876,2011-10-07 10:22:00,1,122.7,36,7,United Kingdom,64,3,1,1,5,311,Other customers
13182,2011-10-25 13:46:00,1,121.18,201,11,United Kingdom,46,3,1,1,5,311,Other customers
17079,2011-09-22 15:34:00,1,118.80000000000001,24,2,United Kingdom,79,2,2,1,5,221,Lost or low-value customers
16959,2011-09-13 15:03:00,1,117.35000000000001,49,7,United Kingdom,88,2,2,1,5,221,Lost or low-value customers
18027,2011-09-02 10:38:00,1,115.31,78,21,United Kingdom,99,2,2,1,5,221,Lost or low-value customers
16247,2011-06-22 14:23:00,1,114.56,182,16,United Kingdom,171,2,2,1,5,221,Lost or low-value customers
14582,2011-10-30 11:56:00,1,114.11,73,6,United Kingdom,41,3,1,1,5,311,Other customers
15610,2011-10-19 10:36:00,1,112.46000000000001,66,6,United Kingdom,52,3,1,1,5,311,Other customers
17900,2011-06-02 14:38:00,2,112.19999999999999,73,4,United Kingdom,191,1,3,1,5,131,At-risk customers
13193,2011-10-09 14:30:00,1,112.08,46,22,United Kingdom,62,3,1,1,5,311,Other customers
17887,2011-08-02 17:29:00,1,111.35,30,10,United Kingdom,130,2,2,1,5,221,Lost or low-value customers
16792,2011-03-02 14:41:00,2,110.38000000000001,44,11,United Kingdom,283,1,3,1,5,131,At-risk customers
14345,2011-11-01 09:51:00,1,108.97999999999999,50,6,United Kingdom,39,3,1,1,5,311,Other customers
14027,2011-10-10 09:01:00,1,104.82,62,6,United Kingdom,61,3,1,1,5,311,Other customers
15958,2011-09-26 13:41:00,1,104.35,33,7,United Kingdom,75,2,2,1,5,221,Lost or low-value customers
18255,2011-09-11 13:16:00,1,103.3,74,6,United Kingdom,90,2,2,1,5,221,Lost or low-value customers
17962,2011-07-20 14:16:00,1,102.41,127,33,United Kingdom,143,2,2,1,5,221,Lost or low-value customers
16344,2011-07-04 15:50:00,1,101.10000000000001,18,1,United Kingdom,159,2,2,1,5,221,Lost or low-value customers
17939,2011-07-03 12:27:00,1,99.14,40,12,United Kingdom,160,2,2,1,5,221,Lost or low-value customers
15422,2011-01-20 16:17:00,2,97.7,38,6,United Kingdom,324,1,3,1,5,131,At-risk customers
14642,2011-10-12 11:08:00,1,96.12,76,2,United Kingdom,59,3,1,1,5,311,Other customers
17991,2011-04-28 15:58:00,2,93.35,25,4,United Kingdom,226,1,3,1,5,131,At-risk customers
14054,2011-10-05 15:49:00,1,92.46,62,6,United Kingdom,66,3,1,1,5,311,Other customers
12789,2011-10-05 13:34:00,1,91.85,4,4,Netherlands,66,3,1,1,5,311,Other customers
13947,2011-10-05 14:42:00,1,90.6,44,5,United Kingdom,66,3,1,1,5,311,Other customers
14974,2011-11-02 13:01:00,1,89.94,37,17,United Kingdom,38,3,1,1,5,311,Other customers
17309,2011-09-05 15:20:00,1,82.75,41,11,United Kingdom,96,2,2,1,5,221,Lost or low-value customers
13006,2011-10-14 13:49:00,1,81.57,55,4,United Kingdom,57,3,1,1,5,311,Other customers
17536,2011-06-15 13:23:00,1,76.5,6,3,United Kingdom,178,2,2,1,5,221,Lost or low-value customers
17628,2011-09-19 15:21:00,1,75.75,79,5,United Kingdom,82,2,2,1,5,221,Lost or low-value customers
16468,2011-09-26 14:13:00,1,74.9,31,2,United Kingdom,75,2,2,1,5,221,Lost or low-value customers
13095,2011-09-30 12:03:00,1,74.39999999999999,144,6,United Kingdom,71,3,1,1,5,311,Other customers
17960,2011-06-21 14:15:00,1,73.78,41,26,United Kingdom,172,2,2,1,5,221,Lost or low-value customers
13938,2011-11-04 14:37:00,1,71.66,70,7,United Kingdom,36,3,1,1,5,311,Other customers
17747,2011-08-19 08:13:00,1,71.4,12,1,United Kingdom,113,2,2,1,5,221,Lost or low-value customers
13366,2011-10-20 13:37:00,1,56.160000000000004,144,1,United Kingdom,51,3,1,1,5,311,Other customers
14682,2011-06-05 12:12:00,2,52.0,80,1,United Kingdom,188,1,3,1,5,131,At-risk customers
17844,2011-08-25 11:27:00,1,51.559999999999995,52,5,Canada,107,2,2,1,5,221,Lost or low-value customers
16257,2011-06-16 10:11:00,1,46.95,2,2,United Kingdom,177,2,2,1,5,221,Lost or low-value customers
15423,2011-11-01 14:01:00,1,43.5,101,2,United Kingdom,39,3,1,1,5,311,Other customers
17408,2011-06-29 12:53:00,1,32.65,3,2,United Kingdom,164,2,2,1,5,221,Lost or low-value customers
18268,2011-07-28 19:13:00,1,25.5,2,1,United Kingdom,135,2,2,1,5,221,Lost or low-value customers
16093,2011-08-25 11:09:00,1,17.0,20,1,United Kingdom,107,2,2,1,5,221,Lost or low-value customers
16878,2011-09-16 17:39:00,1,13.3,12,3,United Kingdom,85,2,2,1,5,221,Lost or low-value customers
14792,2011-10-07 09:19:00,1,6.2,2,2,United Kingdom,64,3,1,1,5,311,Other customers
12639,2011-04-15 12:48:00,1,486.1,201,22,Sweden,239,1,1,2,4,112,Lost or low-value customers
15109,2011-04-08 09:58:00,1,484.95,131,28,United Kingdom,246,1,1,2,4,112,Lost or low-value customers
14130,2011-01-24 16:05:00,1,480.91,257,66,United Kingdom,320,1,1,2,4,112,Lost or low-value customers
12447,2011-04-10 13:25:00,1,476.49,190,26,Belgium,244,1,1,2,4,112,Lost or low-value customers
14497,2011-02-03 17:01:00,1,475.37,235,29,United Kingdom,310,1,1,2,4,112,Lost or low-value customers
14431,2011-02-10 10:40:00,1,470.36,130,17,United Kingdom,303,1,1,2,4,112,Lost or low-value customers
14489,2011-05-16 14:51:00,1,463.38,299,30,United Kingdom,208,1,1,2,4,112,Lost or low-value customers
12945,2011-02-24 14:15:00,1,462.95,165,23,United Kingdom,289,1,1,2,4,112,Lost or low-value customers
12355,2011-05-09 13:49:00,1,459.4,240,13,Bahrain,215,1,1,2,4,112,Lost or low-value customers
13398,2011-05-31 13:17:00,1,457.34,281,26,United Kingdom,193,1,1,2,4,112,Lost or low-value customers
12564,2011-03-23 14:55:00,1,456.9,133,21,France,262,1,1,2,4,112,Lost or low-value customers
13485,2011-04-20 13:58:00,1,454.24,277,23,United Kingdom,234,1,1,2,4,112,Lost or low-value customers
12591,2011-01-26 14:35:00,1,452.84999999999997,228,26,Italy,318,1,1,2,4,112,Lost or low-value customers
14149,2011-05-03 09:44:00,1,446.62,218,28,United Kingdom,221,1,1,2,4,112,Lost or low-value customers
14022,2011-04-28 14:39:00,1,440.0,487,28,United Kingdom,226,1,1,2,4,112,Lost or low-value customers
13358,2011-03-16 11:52:00,1,439.03,285,29,United Kingdom,269,1,1,2,4,112,Lost or low-value customers
12725,2010-12-03 15:45:00,1,427.8,164,24,Italy,372,1,1,2,4,112,Lost or low-value customers
12802,2011-06-06 09:36:00,1,427.58,314,25,Netherlands,187,1,1,2,4,112,Lost or low-value customers
14288,2011-05-10 13:22:00,1,426.6,188,16,United Kingdom,214,1,1,2,4,112,Lost or low-value customers
15361,2010-12-13 09:52:00,1,418.92,336,7,United Kingdom,362,1,1,2,4,112,Lost or low-value customers
13615,2011-01-25 08:21:00,1,417.69,189,23,United Kingdom,319,1,1,2,4,112,Lost or low-value customers
13166,2011-03-01 15:16:00,1,417.2,216,39,United Kingdom,284,1,1,2,4,112,Lost or low-value customers
12580,2011-04-07 10:24:00,1,415.7,238,24,Germany,247,1,1,2,4,112,Lost or low-value customers
14048,2011-02-07 14:53:00,1,409.93,288,83,United Kingdom,306,1,1,2,4,112,Lost or low-value customers
14348,2011-03-24 16:23:00,1,409.57,183,18,United Kingdom,261,1,1,2,4,112,Lost or low-value customers
15225,2011-04-19 14:51:00,1,409.40000000000003,226,23,United Kingdom,235,1,1,2,4,112,Lost or low-value customers
15221,2010-12-08 13:08:00,1,403.25,43,5,United Kingdom,367,1,1,2,4,112,Lost or low-value customers
12792,2011-03-28 11:36:00,1,400.53999999999996,217,25,Portugal,257,1,1,2,4,112,Lost or low-value customers
14619,2011-04-08 07:37:00,1,394.44,152,20,United Kingdom,246,1,1,2,4,112,Lost or low-value customers
15386,2011-06-06 13:47:00,1,394.14,446,31,United Kingdom,187,1,1,2,4,112,Lost or low-value customers
14600,2011-02-07 09:48:00,1,393.33000000000004,125,25,United Kingdom,306,1,1,2,4,112,Lost or low-value customers
12982,2011-04-11 11:51:00,1,390.54,288,28,United Kingdom,243,1,1,2,4,112,Lost or low-value customers
13345,2011-02-25 09:01:00,1,389.5,141,20,United Kingdom,288,1,1,2,4,112,Lost or low-value customers
12690,2011-05-18 09:09:00,1,389.01,106,16,France,206,1,1,2,4,112,Lost or low-value customers
12733,2011-04-19 16:19:00,1,383.95,137,22,USA,235,1,1,2,4,112,Lost or low-value customers
12515,2010-12-21 15:43:00,1,383.7,131,16,Italy,354,1,1,2,4,112,Lost or low-value customers
14304,2011-05-01 11:50:00,1,383.45,139,17,United Kingdom,223,1,1,2,4,112,Lost or low-value customers
15090,2011-02-04 14:03:00,1,381.32,208,23,United Kingdom,309,1,1,2,4,112,Lost or low-value customers
13936,2011-06-13 08:47:00,1,376.58,330,26,United Kingdom,180,1,1,2,4,112,Lost or low-value customers
12873,2011-03-02 14:58:00,1,374.0,128,4,United Kingdom,283,1,1,2,4,112,Lost or low-value customers
15063,2011-05-10 13:25:00,1,370.79999999999995,56,5,United Kingdom,214,1,1,2,4,112,Lost or low-value customers
14888,2011-05-16 14:58:00,1,369.2,184,20,United Kingdom,208,1,1,2,4,112,Lost or low-value customers
14886,2011-04-01 08:56:00,1,364.8,160,18,United Kingdom,253,1,1,2,4,112,Lost or low-value customers
12373,2011-02-01 13:10:00,1,364.6,197,14,Austria,312,1,1,2,4,112,Lost or low-value customers
14932,2010-12-09 11:48:00,1,363.53,80,17,Channel Islands,366,1,1,2,4,112,Lost or low-value customers
13976,2011-05-17 09:13:00,1,357.98,154,10,United Kingdom,207,1,1,2,4,112,Lost or low-value customers
13740,2011-04-13 10:32:00,1,350.75,425,23,United Kingdom,241,1,1,2,4,112,Lost or low-value customers
13108,2010-12-02 10:35:00,1,350.06,298,10,United Kingdom,373,1,1,2,4,112,Lost or low-value customers
13887,2011-05-19 17:22:00,1,349.55,147,19,United Kingdom,205,1,1,2,4,112,Lost or low-value customers
15405,2011-06-03 14:44:00,1,349.1,193,8,United Kingdom,190,1,1,2,4,112,Lost or low-value customers
13052,2011-05-11 14:12:00,1,348.15000000000003,222,18,United Kingdom,213,1,1,2,4,112,Lost or low-value customers
13062,2011-06-01 15:12:00,1,346.98,343,11,United Kingdom,192,1,1,2,4,112,Lost or low-value customers
14633,2011-03-18 17:07:00,1,344.90000000000003,96,20,United Kingdom,267,1,1,2,4,112,Lost or low-value customers
15047,2011-03-15 10:49:00,1,343.62,222,22,United Kingdom,270,1,1,2,4,112,Lost or low-value customers
13737,2011-05-23 16:32:00,1,339.59999999999997,125,29,United Kingdom,201,1,1,2,4,112,Lost or low-value customers
12489,2011-01-07 13:13:00,1,334.93,105,15,France,337,1,1,2,4,112,Lost or low-value customers
14988,2011-05-12 12:05:00,1,334.54,141,40,United Kingdom,212,1,1,2,4,112,Lost or low-value customers
12350,2011-02-02 16:01:00,1,334.4,197,17,Norway,311,1,1,2,4,112,Lost or low-value customers
13216,2011-03-17 12:18:00,1,333.74,297,5,United Kingdom,268,1,1,2,4,112,Lost or low-value customers
15210,2011-04-28 16:11:00,1,331.18,228,20,United Kingdom,226,1,1,2,4,112,Lost or low-value customers
13706,2011-02-10 09:21:00,1,330.79,189,20,United Kingdom,303,1,1,2,4,112,Lost or low-value customers
13239,2011-03-23 10:25:00,1,329.56,327,21,United Kingdom,262,1,1,2,4,112,Lost or low-value customers
14012,2011-03-07 12:26:00,1,328.8,160,11,United Kingdom,278,1,1,2,4,112,Lost or low-value customers
14747,2011-04-04 14:09:00,1,328.2,84,18,United Kingdom,250,1,1,2,4,112,Lost or low-value customers
14206,2011-04-14 16:38:00,1,328.15999999999997,276,20,United Kingdom,240,1,1,2,4,112,Lost or low-value customers
15314,2011-05-24 14:39:00,1,327.97,313,24,United Kingdom,200,1,1,2,4,112,Lost or low-value customers
14870,2011-03-23 10:51:00,1,327.25,119,13,United Kingdom,262,1,1,2,4,112,Lost or low-value customers
15363,2010-12-02 12:28:00,1,326.0,144,16,United Kingdom,373,1,1,2,4,112,Lost or low-value customers
14850,2011-02-01 11:21:00,1,325.75,293,21,United Kingdom,312,1,1,2,4,112,Lost or low-value customers
12790,2011-05-31 14:14:00,1,324.92,166,21,Netherlands,193,1,1,2,4,112,Lost or low-value customers
15236,2011-02-14 10:52:00,1,321.05,269,15,United Kingdom,299,1,1,2,4,112,Lost or low-value customers
14622,2011-06-08 12:42:00,1,320.58000000000004,146,21,United Kingdom,185,1,1,2,4,112,Lost or low-value customers
15257,2011-03-01 12:58:00,1,317.15,46,7,United Kingdom,284,1,1,2,4,112,Lost or low-value customers
15204,2010-12-17 13:49:00,1,316.58,258,9,United Kingdom,358,1,1,2,4,112,Lost or low-value customers
13494,2011-02-01 11:58:00,1,316.26000000000005,162,18,United Kingdom,312,1,1,2,4,112,Lost or low-value customers
12614,2011-03-07 10:22:00,1,315.6,76,20,Germany,278,1,1,2,4,112,Lost or low-value customers
13484,2011-04-12 16:30:00,1,313.8,44,8,United Kingdom,242,1,1,2,4,112,Lost or low-value customers
14729,2010-12-01 12:43:00,1,313.49,197,69,United Kingdom,374,1,1,2,4,112,Lost or low-value customers
12834,2011-03-02 09:49:00,1,312.38,110,18,United Kingdom,283,1,1,2,4,112,Lost or low-value customers
13642,2011-05-08 12:34:00,1,312.28,151,57,United Kingdom,216,1,1,2,4,112,Lost or low-value customers
12785,2010-12-10 13:48:00,1,311.95,131,14,Portugal,365,1,1,2,4,112,Lost or low-value customers
14142,2010-12-01 16:33:00,1,311.81,313,22,United Kingdom,374,1,1,2,4,112,Lost or low-value customers
15326,2011-01-10 11:38:00,1,311.71,386,29,United Kingdom,334,1,1,2,4,112,Lost or low-value customers
12852,2011-02-18 08:47:00,1,311.55,149,17,United Kingdom,295,1,1,2,4,112,Lost or low-value customers
13990,2011-05-10 15:19:00,1,311.3,190,16,United Kingdom,214,1,1,2,4,112,Lost or low-value customers
15308,2011-03-10 13:08:00,1,310.47,175,19,United Kingdom,275,1,1,2,4,112,Lost or low-value customers
14311,2011-04-11 10:14:00,1,310.26,146,20,United Kingdom,243,1,1,2,4,112,Lost or low-value customers
14924,2011-04-08 09:25:00,1,310.05,64,10,United Kingdom,246,1,1,2,4,112,Lost or low-value customers
14339,2011-04-11 11:06:00,1,309.52,168,14,United Kingdom,243,1,1,2,4,112,Lost or low-value customers
13369,2010-12-09 11:30:00,1,308.28000000000003,149,14,United Kingdom,366,1,1,2,4,112,Lost or low-value customers
13466,2011-06-08 16:39:00,1,307.9,259,17,United Kingdom,185,1,1,2,4,112,Lost or low-value customers
13395,2011-06-07 15:04:00,1,307.72,336,21,United Kingdom,186,1,1,2,4,112,Lost or low-value customers
13060,2011-03-31 11:37:00,1,307.53,123,15,United Kingdom,254,1,1,2,4,112,Lost or low-value customers
13932,2011-02-18 12:02:00,1,307.4,72,16,United Kingdom,295,1,1,2,4,112,Lost or low-value customers
15087,2011-03-03 10:34:00,1,306.94,470,15,United Kingdom,282,1,1,2,4,112,Lost or low-value customers
13762,2011-05-05 09:15:00,1,306.72,272,7,United Kingdom,219,1,1,2,4,112,Lost or low-value customers
13863,2011-04-06 10:20:00,1,305.78,224,20,United Kingdom,248,1,1,2,4,112,Lost or low-value customers
12623,2011-03-08 13:50:00,1,305.1,191,18,Germany,277,1,1,2,4,112,Lost or low-value customers
14248,2011-01-25 14:45:00,1,302.58,102,8,United Kingdom,319,1,1,2,4,112,Lost or low-value customers
14762,2011-03-21 08:20:00,1,300.52,341,21,United Kingdom,264,1,1,2,4,112,Lost or low-value customers
13304,2010-12-23 14:35:00,1,300.42,238,21,United Kingdom,352,1,1,2,4,112,Lost or low-value customers
15609,2011-06-08 13:00:00,1,298.48,148,16,United Kingdom,185,1,1,2,4,112,Lost or low-value customers
12881,2011-03-09 11:44:00,1,298.0,21,7,United Kingdom,276,1,1,2,4,112,Lost or low-value customers
13751,2011-02-24 15:56:00,1,296.25,152,9,United Kingdom,289,1,1,2,4,112,Lost or low-value customers
15279,2010-12-20 10:48:00,1,290.51,189,19,United Kingdom,355,1,1,2,4,112,Lost or low-value customers
14549,2011-02-01 13:47:00,1,289.24,136,56,United Kingdom,312,1,1,2,4,112,Lost or low-value customers
13708,2011-03-13 13:46:00,1,285.33,301,49,United Kingdom,272,1,1,2,4,112,Lost or low-value customers
13121,2011-03-15 16:47:00,1,283.73,252,50,United Kingdom,270,1,1,2,4,112,Lost or low-value customers
13439,2011-03-29 14:20:00,1,283.71,242,54,United Kingdom,256,1,1,2,4,112,Lost or low-value customers
14350,2011-03-10 14:14:00,1,282.93,183,18,United Kingdom,275,1,1,2,4,112,Lost or low-value customers
13803,2011-03-29 12:57:00,1,277.07,121,17,United Kingdom,256,1,1,2,4,112,Lost or low-value customers
14816,2011-05-26 13:16:00,1,271.85,5,4,United Kingdom,198,1,1,2,4,112,Lost or low-value customers
14727,2011-03-10 14:45:00,1,268.58,62,10,United Kingdom,275,1,1,2,4,112,Lost or low-value customers
15408,2011-03-20 15:02:00,1,267.18,106,34,United Kingdom,265,1,1,2,4,112,Lost or low-value customers
15517,2011-04-20 14:02:00,1,267.03,293,27,United Kingdom,234,1,1,2,4,112,Lost or low-value customers
15119,2011-04-08 09:08:00,1,266.4,88,14,United Kingdom,246,1,1,2,4,112,Lost or low-value customers
14068,2011-01-23 16:02:00,1,265.85,73,22,United Kingdom,321,1,1,2,4,112,Lost or low-value customers
14423,2011-05-05 15:12:00,1,265.2,120,3,United Kingdom,219,1,1,2,4,112,Lost or low-value customers
13973,2011-02-25 15:21:00,1,264.7,109,11,United Kingdom,288,1,1,2,4,112,Lost or low-value customers
15143,2011-04-28 12:03:00,1,259.45,150,14,United Kingdom,226,1,1,2,4,112,Lost or low-value customers
13227,2011-05-22 11:47:00,1,257.7,99,9,United Kingdom,202,1,1,2,4,112,Lost or low-value customers
13626,2011-04-01 10:05:00,1,257.23,209,19,United Kingdom,253,1,1,2,4,112,Lost or low-value customers
12797,2010-12-09 10:55:00,1,254.03,118,13,Portugal,366,1,1,2,4,112,Lost or low-value customers
15019,2011-03-18 12:35:00,1,252.81,150,64,United Kingdom,267,1,1,2,4,112,Lost or low-value customers
15346,2011-01-11 11:18:00,1,252.42000000000002,144,17,United Kingdom,333,1,1,2,4,112,Lost or low-value customers
13512,2011-03-24 10:03:00,1,251.21,143,15,United Kingdom,261,1,1,2,4,112,Lost or low-value customers
15510,2011-01-13 12:10:00,1,250.0,2,1,United Kingdom,331,1,1,2,4,112,Lost or low-value customers
16124,2011-01-26 14:45:00,1,249.0,48,11,United Kingdom,318,1,2,1,4,121,Lost or low-value customers
13061,2011-09-28 16:04:00,1,248.61,107,10,United Kingdom,73,2,1,1,4,211,Lost or low-value customers
16510,2010-12-02 13:39:00,1,248.1,92,13,United Kingdom,373,1,2,1,4,121,Lost or low-value customers
18072,2011-06-07 10:44:00,1,247.44,288,18,United Kingdom,186,1,2,1,4,121,Lost or low-value customers
18009,2011-04-18 13:36:00,1,247.39,125,31,United Kingdom,236,1,2,1,4,121,Lost or low-value customers
17278,2011-04-12 13:10:00,1,246.04,179,15,United Kingdom,242,1,2,1,4,121,Lost or low-value customers
15118,2011-07-28 14:54:00,1,244.8,1440,1,United Kingdom,135,2,1,1,4,211,Lost or low-value customers
17925,2010-12-02 10:10:00,1,244.08,72,1,United Kingdom,373,1,2,1,4,121,Lost or low-value customers
14523,2011-08-23 13:13:00,1,241.09,251,12,United Kingdom,109,2,1,1,4,211,Lost or low-value customers
17051,2011-05-29 14:13:00,1,240.89000000000001,179,40,United Kingdom,195,1,2,1,4,121,Lost or low-value customers
16756,2011-05-09 09:33:00,1,239.4,106,13,United Kingdom,215,1,2,1,4,121,Lost or low-value customers
12732,2011-06-13 11:33:00,1,236.26000000000002,111,12,France,180,2,1,1,4,211,Lost or low-value customers
17060,2011-03-18 13:27:00,1,234.24,216,5,United Kingdom,267,1,2,1,4,121,Lost or low-value customers
16583,2010-12-01 12:03:00,1,233.45,111,14,United Kingdom,374,1,2,1,4,121,Lost or low-value customers
13678,2011-07-11 10:14:00,1,232.6,924,16,United Kingdom,152,2,1,1,4,211,Lost or low-value customers
18213,2011-04-17 10:21:00,1,232.48000000000002,232,15,United Kingdom,237,1,2,1,4,121,Lost or low-value customers
16117,2011-06-03 11:42:00,1,232.21,130,30,United Kingdom,190,1,2,1,4,121,Lost or low-value customers
17908,2010-12-01 11:45:00,1,232.03,169,51,United Kingdom,374,1,2,1,4,121,Lost or low-value customers
16926,2010-12-03 13:42:00,1,230.25,35,14,United Kingdom,372,1,2,1,4,121,Lost or low-value customers
17212,2011-03-31 19:42:00,1,226.85,147,4,United Kingdom,254,1,2,1,4,121,Lost or low-value customers
17860,2010-12-06 12:41:00,1,226.45000000000002,93,49,United Kingdom,369,1,2,1,4,121,Lost or low-value customers
16315,2011-01-13 11:57:00,1,226.37,75,14,United Kingdom,331,1,2,1,4,121,Lost or low-value customers
16619,2011-03-21 08:18:00,1,226.21,133,14,United Kingdom,264,1,2,1,4,121,Lost or low-value customers
17789,2011-03-03 13:14:00,1,225.9,74,14,United Kingdom,282,1,2,1,4,121,Lost or low-value customers
16587,2011-04-21 15:51:00,1,225.15,71,13,United Kingdom,233,1,2,1,4,121,Lost or low-value customers
17171,2011-02-23 16:37:00,1,224.91,185,16,United Kingdom,290,1,2,1,4,121,Lost or low-value customers
16471,2011-03-10 09:41:00,1,223.95000000000002,141,13,United Kingdom,275,1,2,1,4,121,Lost or low-value customers
18114,2011-02-22 13:20:00,1,220.1,55,28,United Kingdom,291,1,2,1,4,121,Lost or low-value customers
16392,2011-03-15 12:11:00,1,217.89,201,41,United Kingdom,270,1,2,1,4,121,Lost or low-value customers
12897,2011-05-19 12:13:00,2,216.5,110,3,United Kingdom,205,1,2,1,4,121,Lost or low-value customers
18212,2011-01-17 16:14:00,1,216.07,92,30,United Kingdom,327,1,2,1,4,121,Lost or low-value customers
17619,2011-01-31 14:18:00,1,214.37,124,71,United Kingdom,313,1,2,1,4,121,Lost or low-value customers
13621,2011-08-15 08:26:00,1,213.85,343,19,United Kingdom,117,2,1,1,4,211,Lost or low-value customers
13411,2011-08-24 13:57:00,1,213.55,72,17,United Kingdom,108,2,1,1,4,211,Lost or low-value customers
12995,2011-09-15 15:44:00,1,211.32,108,3,United Kingdom,86,2,1,1,4,211,Lost or low-value customers
17855,2010-12-02 09:44:00,1,208.97,197,17,United Kingdom,373,1,2,1,4,121,Lost or low-value customers
16457,2011-05-05 13:19:00,1,208.36,140,9,United Kingdom,219,1,2,1,4,121,Lost or low-value customers
12547,2011-05-26 12:38:00,2,207.79999999999998,134,7,Spain,198,1,2,1,4,121,Lost or low-value customers
18191,2011-03-23 12:08:00,1,207.79999999999998,140,7,United Kingdom,262,1,2,1,4,121,Lost or low-value customers
16323,2011-05-27 14:48:00,1,207.50000000000003,50,1,United Kingdom,197,1,2,1,4,121,Lost or low-value customers
17923,2011-03-02 15:15:00,1,207.50000000000003,50,1,United Kingdom,283,1,2,1,4,121,Lost or low-value customers
16752,2010-12-02 12:18:00,1,207.5,54,9,United Kingdom,373,1,2,1,4,121,Lost or low-value customers
13099,2011-09-01 17:40:00,1,207.35999999999999,288,1,United Kingdom,100,2,1,1,4,211,Lost or low-value customers
15925,2011-05-29 15:35:00,1,207.15,93,12,United Kingdom,195,1,2,1,4,121,Lost or low-value customers
15820,2011-01-24 12:00:00,1,206.98,128,17,United Kingdom,320,1,2,1,4,121,Lost or low-value customers
17670,2011-04-26 09:12:00,1,205.7,110,11,United Kingdom,228,1,2,1,4,121,Lost or low-value customers
17843,2011-02-09 15:33:00,1,205.48,113,36,United Kingdom,304,1,2,1,4,121,Lost or low-value customers
15307,2011-09-05 11:38:00,1,205.3,37,12,United Kingdom,96,2,1,1,4,211,Lost or low-value customers
