stock_code,description,revenue,units_sold,orders,customers_with_id,sales_rows,revenue_share_pct,average_unit_price
90163A,PINK ROSEBUD & PEARL NECKLACE,90.32,12,9,2,9,0.0008487038113346068,7.526666666666666
90022,EDWARDIAN DROP EARRINGS JET BLACK,90.2,24,20,4,20,0.0008475762154825238,3.7583333333333333
72051S,BAG OF SILVER STONES,89.52999999999999,130,13,5,13,0.0008412804719750593,0.6886923076923076
35400,WOODEN BOX ADVENT CALENDAR,89.5,10,5,5,5,0.0008409985730120386,8.95
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,89.22,4,3,1,3,0.0008383675160238444,22.305
90123A,PINK HEART OF GLASS BRACELET,89.12,15,9,8,9,0.0008374278528137752,5.941333333333334
35833P,4 PINK FLOCK CHRISTMAS BALLS,88.47,49,22,8,22,0.0008313200419483247,1.8055102040816327
84984A,GREEN PEONY CUSHION COVER,88.35000000000001,19,6,4,6,0.0008301924460962416,4.65
84306,S/3 PINK SQUARE PLANTERS ROSES,88.22,10,9,2,9,0.0008289708839231513,8.822
90166,PINK & WHITE ROSEBUD RING,88.04,21,15,4,15,0.0008272794901450266,4.192380952380953
90129F,RED GLASS TASSLE BAG CHARM,88.03,40,16,5,16,0.0008271855238240197,2.20075
84989a,75 GREEN FAIRY CAKE CASES,87.51,42,25,0,25,0.0008222992751316592,2.0835714285714286
20869,GOLD FABRIC MIRROR,86.76,180,29,17,30,0.0008152518010561394,0.48200000000000004
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,23,20,23,0.0008151578347351323,1.1266233766233766
23614,SET 10 CARDS 12 DAYS WRAP  17058,86.58000000000001,26,11,0,11,0.0008135604072780147,3.3300000000000005
90003E,GREEN PAIR HEART HAIR SLIDES,86.11,23,14,2,14,0.0008091439901906888,3.743913043478261
84531B,BLUE KNITTED EGG COSY,85.61,155,28,24,28,0.0008044456741403421,0.5523225806451613
79403,FROSTED WHITE BASE,85.52,95,15,9,15,0.0008035999772512798,0.9002105263157895
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,8,8,0.0008016266845101343,0.9173118279569893
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,85.13,19,15,2,15,0.0007999352907320094,4.480526315789473
20821,GOLDIE LOOKING MIRROR,84.15,17,6,5,6,0.0007907265912733303,4.95
16169K,WRAP FOLK ART,84.0,200,8,8,8,0.0007893170964582263,0.42
20941,FROG CANDLE,83.78,64,19,13,20,0.0007872498373960738,1.3090625
90072,RUBY DROP CHANDELIER EARRINGS,83.42,21,14,2,14,0.0007838670498398242,3.9723809523809526
22016,Dotcomgiftshop Gift Voucher £100.00,83.33,1,1,0,1,0.0007830213529507618,83.33
90123C,GREEN HEART OF GLASS BRACELET,83.29,14,6,5,6,0.0007826454876667341,5.949285714285715
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7,7,8,0.0007817997907776717,2.08
90129A,PINK GLASS TASSLE BAG CHARM,82.97999999999999,45,20,3,20,0.000779732531715519,1.8439999999999999
84881,BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,6,5,6,0.0007758799125542349,6.8808333333333325
21690,SILVER  CANDLEPOT JARDIN,82.5,22,7,6,8,0.0007752221483071864,3.75
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5,5,5,0.0007714634954669092,2.1605263157894736
35968,FOLK ART METAL HEART T-LIGHT HOLDER,82.1,163,19,14,19,0.0007714634954669092,0.503680981595092
16049,TEATIME GEL PENS ASST,82.08,504,5,5,5,0.0007712755628248952,0.16285714285714287
90108,BLUE BLOSSOM HAIR CLIP,81.96000000000001,70,12,6,12,0.0007701479669728121,1.170857142857143
20664,TROPICAL HOLIDAY PURSE,81.66,32,18,3,18,0.0007673289773426042,2.551875
71496A,A4 WALL TIDY BLUE OFFICE,80.96000000000001,127,12,5,12,0.000760751334872119,0.63748031496063
90175C,BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,6,6,6,0.0007568987157108347,8.95
21226,POCKET MIRROR WOODLAND,80.55,93,20,4,20,0.0007568987157108347,0.8661290322580645
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,27,12,27,0.0007560530188217723,0.46241379310344827
84927E,FLOWERS TILE HOOK,80.16000000000001,59,13,10,14,0.0007532340291915645,1.3586440677966103
90129C,GREEN GLASS TASSLE BAG CHARM,79.76,35,16,6,16,0.0007494753763512871,2.278857142857143
90124A,PINK MURANO TWIST NECKLACE,79.66,8,6,4,6,0.0007485357131412178,9.9575
90162B,ANT SILVER LIME GREEN BOUDICCA RING,79.65,27,10,7,10,0.000748441746820211,2.95
84984B,RED PEONY CUSHION COVER,79.05000000000001,17,5,4,5,0.0007428037675597951,4.65
21278,VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7,7,7,0.000742803767559795,2.55
72811,SMALL ZINC/GLASS CANDLEHOLDER,78.92999999999999,53,8,6,8,0.0007416761717077117,1.4892452830188678
90039D,FIRE POLISHED GLASS BRACELET GREEN,78.69,21,9,2,9,0.0007394209800035454,3.747142857142857
37479B,CUBIC MUG FLOCK BLUE ON BROWN,78.09,131,21,16,21,0.0007337830007431296,0.5961068702290077
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,77.91,13,8,6,8,0.0007320916069650048,5.993076923076923
90086,CRYSTAL FROG PHONE CHARM,77.78999999999999,102,28,5,28,0.0007309640111129215,0.7626470588235293
90129E,PURPLE GLASS TASSLE BAG CHARM,77.03999999999999,42,14,1,14,0.0007239165370374016,1.834285714285714
20980,36 PENCILS TUBE POSY,76.91,79,20,10,20,0.0007226949748643115,0.9735443037974683
84531A,PINK KNITTED EGG COSY,76.69,147,29,24,30,0.0007206277158021591,0.5217006802721088
35916B,BLUE FELT HANGING HEART W FLOWER,76.68,91,32,1,32,0.0007205337494811523,0.8426373626373627
46000P,POLYESTER FILLER PAD 65CMx65CM,76.5,18,6,5,6,0.0007188423557030274,4.25
84840,SWEETHEART CARRY-ALL BASKET,76.44,6,6,3,6,0.0007182785577769858,12.74
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,76.38,27,16,12,16,0.0007177147598509441,2.828888888888889
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,76.32,9,6,5,6,0.0007171509619249026,8.479999999999999
90177C,DROP DIAMANTE EARRINGS CRYSTAL,76.23,26,14,3,14,0.0007163052650358403,2.931923076923077
16207B,PINK HEART RED HANDBAG,76.14,29,18,3,18,0.0007154595681467779,2.62551724137931
20798,CLEAR MILKSHAKE GLASS,75.60000000000001,36,5,5,5,0.0007103853868124037,2.1
21946,PARTY TIME DESIGN FLANNEL,75.35,86,25,8,25,0.0007080362287872302,0.8761627906976743
21413,PERIWINKLE T-LIGHT HOLDER,75.02,48,17,8,17,0.0007049353401940015,1.5629166666666665
84847,FLORAL BATHROOM SET,75.0,20,11,9,11,0.0007047474075519876,3.75
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,74.97,9,8,0,8,0.0007044655085889669,8.33
84968d,SET OF 16 VINTAGE RED CUTLERY,74.88,3,3,0,3,0.0007036198116999044,24.959999999999997
84251G,"GREETING CARD, OVERCROWDED POOL.",74.7,270,53,15,53,0.0007019284179217796,0.27666666666666667
90118,PINK DAISY BAG CHARM,74.64,30,19,1,19,0.0007013646199957381,2.488
85132b,CHARLIE AND LOLA TABLE TINS,74.60999999999999,9,9,0,9,0.0007010827210327172,8.29
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,74.58,90,9,6,9,0.0007008008220696965,0.8286666666666667
21087,SET/6 POSIES PAPER CUPS,74.57000000000001,141,16,10,16,0.0007007068557486897,0.5288652482269504
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,74.53,45,27,1,27,0.0007003309904646619,1.6562222222222223
90081A,LILY BROOCH AMETHYST COLOUR,74.25,15,8,7,8,0.0006976999334764678,4.95
90098,NECKLACE+BRACELET PINK BUTTERFLY,73.95,29,10,9,10,0.0006948809438462599,2.5500000000000003
90177D,DROP DIAMANTE EARRINGS PURPLE,73.53,25,14,5,14,0.0006909343583639687,2.9412000000000003
90214C,"LETTER ""C"" BLING KEY RING",72.77,91,33,7,33,0.0006837929179674419,0.7996703296703296
90103,PURPLE FRANGIPANI NECKLACE,72.66,29,16,2,16,0.0006827592884363656,2.50551724137931
84231,EASTER BUNNY WITH BASKET ON BACK,72.63,108,20,13,21,0.0006824773894733449,0.6725
20960,WATERMELON BATH SPONGE,72.49,29,10,0,10,0.0006811618609792478,2.4996551724137928
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7,7,7,0.0006765575112499081,1.0
85197,SET OF 12 MINI BUNNIES IN A BUCKET,71.4,34,19,18,19,0.0006709195319894924,2.1
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",71.4,9,5,2,5,0.0006709195319894924,7.933333333333334
17014A,ORIGAMI VANILLA INCENSE CONES,71.19,155,8,7,8,0.0006689462392483467,0.45929032258064517
20933,YELLOW POT PLANT CANDLE,71.05,23,9,9,9,0.0006676307107542496,3.0891304347826085
90214S,"LETTER ""S"" BLING KEY RING",71.0,94,41,5,41,0.000667160879149215,0.7553191489361702
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,70.97,12,8,3,8,0.0006668789801861941,5.914166666666667
47589,CONGRATULATIONS BUNTING,70.85000000000001,13,3,3,3,0.0006657513843341111,5.450000000000001
84251B,"GREETING CARD, STICKY GORDON",70.78,245,53,12,53,0.0006650936200870625,0.28889795918367345
51020B,STRIPY DESIGN SHOWER CAP,70.57,197,15,13,15,0.0006631203273459169,0.3582233502538071
84927A,WAKE UP COCKEREL TILE HOOK,70.45,50,18,12,18,0.0006619927314938337,1.409
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,11,9,11,0.0006603013377157089,0.8894936708860759
90051,CRACKED GLAZE NECKLACE RED,70.16,10,7,3,7,0.0006592677081846327,7.016
16161G,WRAP BAD HAIR DAY,70.0,700,22,22,22,0.0006577642470485219,0.1
16020C,CLEAR STATIONERY BOX SET,69.89999999999999,84,17,1,17,0.0006568245838384524,0.8321428571428571
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,69.85,77,7,2,7,0.0006563547522334178,0.907142857142857
46126A,ELVIS WALLHANGING / CURTAIN,69.84,52,8,5,8,0.000656260785912411,1.343076923076923
90199A,5 STRAND GLASS NECKLACE BLACK,69.63,11,6,3,6,0.0006542874931712654,6.329999999999999
84549,CROCHET WHITE RABBIT KEYRING,69.38,38,7,3,7,0.000651938335146092,1.8257894736842104
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24,22,25,0.0006516564361830711,0.18999999999999997
90019C,SILVER BLACK ORBIT BRACELET,68.73,13,11,3,11,0.0006458305242806415,5.2869230769230775
85188B,PINK METAL SWINGING BUNNY,68.69999999999999,78,10,8,10,0.0006455486253176206,0.8807692307692306
90151,SILVER/NATURAL SHELL NECKLACE,68.0,8,4,2,4,0.0006389709828471355,8.5
90194,SILVER LARIAT BLACK STONE EARRINGS,67.87,16,10,6,10,0.0006377494206740454,4.241875
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.83,11,7,2,7,0.0006373735553900176,6.166363636363636
90155,RESIN NECKLACE W PASTEL BEADS,67.62,9,7,4,7,0.0006354002626488721,7.513333333333334
84874B,BLUE TRAVEL FIRST AID KIT,67.50999999999999,41,14,7,14,0.0006343666331177957,1.6465853658536582
82011A,"BATHROOM SCALES, TROPICAL BEACH",67.5,18,12,8,12,0.0006342726667967889,3.75
85049B,LUSH GREENS RIBBONS,67.5,54,13,13,13,0.0006342726667967889,1.25
35916A,YELLOW FELT HANGING HEART W FLOWER,67.39,87,29,3,29,0.0006332390372657126,0.7745977011494253
90144,SILVER DROP EARRINGS WITH FLOWER,67.36,18,14,3,14,0.0006329571383026919,3.7422222222222223
90024B,NEW BAROQUE B'FLY NECKLACE RED,67.28,8,6,2,6,0.0006322054077346364,8.41
90040B,MURANO STYLE GLASS BRACELET BLACK,66.7,18,11,2,11,0.0006267553611162344,3.7055555555555557
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,7,7,0.0006253458663011304,0.7005263157894737
84686,BEACH HUT MIRROR,66.39,49,8,7,8,0.0006238424051650195,1.3548979591836734
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.36000000000001,81,7,6,7,0.0006235605062019988,0.8192592592592595
37444A,YELLOW BREAKFAST CUP AND SAUCER,66.35000000000001,53,18,9,18,0.0006234665398809918,1.2518867924528303
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,66.32,8,5,0,5,0.0006231846409179709,8.29
20663,QUEEN OF THE SKIES HOLIDAY PURSE,66.26,25,20,3,20,0.0006226208429919294,2.6504000000000003
85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,8,7,8,0.0006213053144978323,5.086153846153847
20835,FRENCH LATTICE CUSHION COVER,65.8,67,8,7,8,0.0006182983922256105,0.9820895522388059
90214L,"LETTER ""L"" BLING KEY RING",65.03999999999999,94,37,4,37,0.0006111569518290836,0.6919148936170212
84247K,"FOLK ART GREETING CARD,pack/12",64.9,22,9,7,9,0.0006098414233349867,2.95
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,18,16,18,0.0006098414233349867,2.95
84859B,BLUE DISCO HANDBAG,64.81,31,11,10,11,0.0006089957264459242,2.0906451612903227
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,64.58,22,15,6,15,0.0006068345010627648,2.9354545454545455
90202D,PINK ENAMEL FLOWER HAIR TIE,64.46000000000001,22,11,2,11,0.0006057069052106817,2.93
90202A,PURPLE ENAMEL FLOWER HAIR TIE,64.28,22,15,1,15,0.0006040155114325569,2.921818181818182
21031,SPACE CADET BLACK,64.24,52,19,9,19,0.0006036396461485291,1.2353846153846153
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",64.08,8,5,1,5,0.0006021361850124182,8.01
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,64.04,7,7,1,7,0.0006017603197283906,9.14857142857143
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,17,7,7,8,0.0005990352964191895,3.75
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,8,8,8,0.0005990352964191895,1.25
84673A,PINK FLY SWAT,63.720000000000006,92,43,21,44,0.0005987533974561687,0.692608695652174
72133,COLUMBIAN CANDLE RECTANGLE,63.51,45,16,11,17,0.0005967801047150231,1.4113333333333333
90196B,BLACK GEMSTONE NECKLACE 45CM,63.480000000000004,5,5,4,5,0.0005964982057520025,12.696000000000002
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,162,5,5,5,0.0005946188793318638,0.39061728395061734
62094B,TURQ ICE CREAM BUM BAG,63.209999999999994,19,8,2,8,0.0005939611150848152,3.3268421052631574
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,63.11,12,10,2,10,0.000593021451874746,5.259166666666666
S,SAMPLES,63.05,2,2,0,2,0.0005924576539487042,31.525
22145,CHRISTMAS CRAFT HEART STOCKING,63.0,30,1,1,1,0.0005919878223436696,2.1
84452,METAL RABBIT LADDER EASTER,62.9,74,16,14,16,0.0005910481591336003,0.85
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,62.64,44,10,3,10,0.0005886050347874201,1.4236363636363636
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,6,6,6,0.0005872895062933231,1.25
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8,8,9,0.000585880011478219,1.45
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,62.269999999999996,15,12,0,12,0.0005851282809101636,4.151333333333333
85160B,BLACK BIRD GARDEN DESIGN MUG,62.239999999999995,106,16,15,17,0.0005848463819471427,0.5871698113207546
84247L,FAWN AND MUSHROOM GREETING CARD,62.06,128,19,8,19,0.0005831549881690181,0.48484375
20848,ZINC HEART LATTICE CHARGER SMALL,61.95,21,8,7,8,0.0005821213586379418,2.95
90210B,CLEAR ACRYLIC FACETED BANGLE,61.56,41,7,6,7,0.0005784566721186716,1.5014634146341463
90087,CRYSTAL SEA HORSE PHONE CHARM,61.459999999999994,107,25,4,25,0.0005775170089086021,0.5743925233644859
16151A,FLOWERS HANDBAG blue and orange,61.25,49,3,3,3,0.0005755437161674566,1.25
90183B,AMETHYST DROP EARRINGS W LONG BEADS,61.08,21,17,0,17,0.0005739462887103387,2.9085714285714284
71495B,CD WALL TIDY RED FLOWERS,61.05,163,8,4,8,0.000573664389747318,0.3745398773006135
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,2,1,2,0.0005716910970061724,1.6900000000000002
90214K,"LETTER ""K"" BLING KEY RING",60.699999999999996,78,38,6,38,0.0005703755685120753,0.7782051282051281
84984D,ORIENTAL RED CUSHION COVER,60.45,13,4,3,4,0.0005680264104869021,4.65
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,4,3,4,0.0005637979260415902,1.875
90031,BILI NUT AND WOOD NECKLACE,59.89,50,7,5,7,0.0005627642965105138,1.1978
90206A,GOLD DIAMANTE STAR BROOCH,59.800000000000004,12,9,2,9,0.0005619185996214516,4.983333333333333
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10,0,10,0.0005615427343374238,2.49
84985A,SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,18,15,19,0.0005586297783862088,1.45
21910,WAY OUT METAL SIGN,59.39999999999999,36,8,8,8,0.0005581599467811741,1.6499999999999997
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,11,10,11,0.000554401293940897,2.95
90202C,GREEN ENAMEL FLOWER HAIR TIE,58.71,20,14,2,14,0.000551676270631696,2.9355
20760,GARDEN PATH POCKET BOOK,58.65,69,21,18,22,0.0005511124727056543,0.85
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,4,3,4,0.0005511124727056543,2.55
72134,COLUMBIAN  CUBE CANDLE,58.62,105,11,6,11,0.0005508305737426336,0.5582857142857143
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,58.43,20,19,4,19,0.0005490452136435018,2.9215
84877A,PINK ROUND COMPACT MIRROR,58.16,40,4,1,4,0.0005465081229763147,1.454
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,58.03,9,5,4,5,0.0005452865608032246,6.447777777777778
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,58.029999999999994,7,2,0,2,0.0005452865608032246,8.29
71406C,BLACK ORANGE SQUEEZER,57.96,138,21,13,21,0.0005446287965561761,0.42
90210A,GREY ACRYLIC FACETED BANGLE,57.55,34,10,3,10,0.0005407761773948918,1.6926470588235294
84466,TOP SECRET PEN SET,57.5,46,10,8,10,0.0005403063457898572,1.25
84597C,RETRO PINK BALL ASHTRAY,57.5,46,13,11,13,0.0005403063457898572,1.25
72801G,4 BURGUNDY WINE DINNER CANDLES,57.46,45,13,9,13,0.0005399304805058295,1.276888888888889
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,9,9,9,0.0005379571877646839,1.040909090909091
90214J,"LETTER ""J"" BLING KEY RING",57.21,71,41,3,41,0.0005375813224806562,0.805774647887324
21460,GREEN EASTER EGG HUNT START POST,56.779999999999994,28,11,9,11,0.0005335407706773581,2.0278571428571426
90199B,5 STRAND GLASS NECKLACE AMETHYST,56.59,9,8,1,8,0.0005317554105782264,6.287777777777778
44236,PINK/PURPLE CIRCLE CURTAIN,56.52,52,6,6,7,0.0005310976463311779,1.0869230769230769
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,56.31,15,10,3,10,0.0005291243535900323,3.754
47341B,BLUE TABLE RUN FLOWER,56.25,45,11,11,11,0.0005285605556639907,1.25
90038A,GLASS AND PAINTED BEADS BRACELET TO,56.15,15,10,1,10,0.0005276208924539213,3.743333333333333
90050,CRACKED GLAZE NECKLACE IVORY,55.72,8,4,2,4,0.0005235803406506233,6.965
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,2,2,0.0005233924080086096,9.283333333333333
16046,TEATIME PEN CASE & PENS,55.25,65,14,13,15,0.0005191639235632976,0.85
90023,FILIGREE DIAMANTE EARRINGS,55.02,13,9,2,9,0.0005170026981801382,4.2323076923076925
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,12,12,12,0.0005167207992171174,0.9014754098360656
90071,RUBY GLASS CLUSTER EARRINGS,54.62,44,33,1,33,0.0005132440453398609,1.2413636363636362
72132,COLUMBIAN CUBE CANDLE,54.599999999999994,28,12,9,12,0.000513056112697847,1.9499999999999997
21336,GOLD WASHBAG,54.57,27,10,3,10,0.0005127742137348263,2.0211111111111113
90040C,MURANO STYLE GLASS BRACELET GOLD,54.42,15,10,3,10,0.0005113647189197223,3.628
20759,CHRYSANTHEMUM POCKET BOOK,54.4,64,20,17,20,0.0005111767862777083,0.85
90040A,MURANO STYLE GLASS BRACELET RED,54.290000000000006,14,5,2,5,0.0005101431567466322,3.877857142857143
20793,BLUE TILED TRAY,54.0,8,4,4,4,0.0005074181334374312,6.75
79323B,BLACK CHERRY LIGHTS,54.0,8,1,1,1,0.0005074181334374312,6.75
84251C,"GREETING CARD, TWO SISTERS.",53.88,127,40,2,40,0.0005062905375853479,0.42425196850393704
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760000000000005,11,5,2,5,0.0005051629417332648,4.887272727272728
90035A,"PEARL & SHELL 42""NECKL. GREEN",53.62,5,3,1,3,0.0005038474132391677,10.724
20851,ZINC HEART LATTICE TRAY OVAL,53.550000000000004,9,7,5,7,0.0005031896489921192,5.95
47586A,PINK FAIRY CAKE CUSHION COVER,53.55,21,8,7,8,0.0005031896489921192,2.55
20756,GREEN FERN POCKET BOOK,53.55,63,22,20,22,0.0005031896489921192,0.85
90123B,TURQUOISE HEART OF GLASS BRACELET,53.42,9,5,4,5,0.0005019680868190291,5.935555555555556
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,53.260000000000005,9,6,2,6,0.0005004646256829182,5.917777777777778
90214E,"LETTER ""E"" BLING KEY RING",53.199999999999996,72,30,6,30,0.0004999008277568765,0.7388888888888888
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,8,7,8,0.0004961421749165993,1.65
90163B,WHITE ROSEBUD & PEARL NECKLACE,52.72,7,5,1,5,0.0004953904443485438,7.531428571428571
90168,2 DAISIES HAIR COMB,52.56,18,12,1,12,0.0004938869832124329,2.92
90176D,DIAMANTE NECKLACE PURPLE,52.5,7,4,4,4,0.0004933231852863914,7.5
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,3,3,0.0004933231852863914,1.381578947368421
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,8,9,0.0004933231852863914,3.75
90138,WHITE/PINK MINI CRYSTALS NECKLACE,52.42,10,7,1,7,0.0004925714547183359,5.242
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,52.31,10,8,2,8,0.0004915378251872597,5.231
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,12,11,12,0.0004905041956561834,3.070588235294118
84927D,LA PALMIERA TILE HOOK,51.86,47,14,9,14,0.00048730934074194774,1.103404255319149
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8,8,8,0.0004848662163957675,2.15
90205A,LARGE MINT DIAMANTE HAIRSLIDE,51.51,31,16,6,16,0.0004840205195067051,1.6616129032258065
84597B,RETRO BROWN BALL ASHTRAY,51.25,41,5,3,5,0.00048157739516052487,1.25
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,3,2,3,0.00047734891071521293,6.35
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,53,10,5,10,0.0004765971801471575,0.9569811320754716
90018C,SILVER BLACK ORBIT DROP EARRINGS,50.400000000000006,12,9,3,9,0.0004735902578749358,4.2
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.400000000000006,24,2,2,2,0.0004735902578749358,2.1
47348A,FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,11,15,0.00047274456098587335,0.5186597938144331
44242B,PINK FEATHERS CURTAIN,50.28,52,3,3,3,0.00047246266202285254,0.966923076923077
90214D,"LETTER ""D"" BLING KEY RING",49.9,68,32,5,32,0.0004688919418245891,0.7338235294117647
90214M,"LETTER ""M"" BLING KEY RING",49.82,60,28,3,28,0.00046814021125653367,0.8303333333333334
90180B,PURPLE AMETHYST NECKLACE W TASSEL,49.81,5,5,3,5,0.0004680462449355268,9.962
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,14,0,14,0.00046795227861451985,2.49
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,49.760000000000005,10,4,2,4,0.0004675764133304921,4.976000000000001
20667,CHERRY BLOSSOM PURSE,49.69,20,16,1,16,0.0004669186490834435,2.4844999999999997
90202B,WHITE ENAMEL FLOWER HAIR TIE,49.65,17,10,2,10,0.0004665427837994158,2.9205882352941175
90142D,MOP PENDANT SHELL NECKLACE,49.64,10,4,3,4,0.00046644881747840886,4.964
90157,RIVIERA NECKLACE,49.59,10,5,2,5,0.00046597898587337423,4.9590000000000005
21089,SET/6 GREEN SPRING PAPER CUPS,48.99,233,25,23,25,0.0004603410066129584,0.21025751072961374
90038B,GLASS AND PAINTED BEADS BRACELET OL,48.77,13,8,1,8,0.00045827374755080585,3.7515384615384617
84497,BUTTONS AND STRIPES NOTEBOOK,48.75,13,7,7,7,0.000458085814908792,3.75
90002D,FLOWER BURST SILVER RING CRYSTAL,48.71,13,9,5,9,0.00045770994962476423,3.746923076923077
20697,LITTLE GREEN MONSTER SOFT TOY,48.449999999999996,19,11,8,11,0.000455266825278584,2.55
21720,CAKE SHOP  STICKER SHEET,48.449999999999996,57,8,8,8,0.000455266825278584,0.85
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,48.39,3,2,0,2,0.00045470302735254247,16.13
84559a,3D SHEET OF DOG STICKERS,48.379999999999995,29,22,0,22,0.0004546090610315355,1.6682758620689653
84510E,SET OF 4 GREEN CAROUSEL COASTERS,48.29,34,16,9,16,0.0004537633641424731,1.4202941176470587
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,48.209999999999994,29,15,3,15,0.00045301163357441756,1.6624137931034482
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,3,3,3,0.00045282370093240374,0.7899999999999999
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,48.06,30,12,3,12,0.00045160213875931367,1.602
21816,CHRISTMAS TREE T-LIGHT HOLDER,47.849999999999994,33,7,6,8,0.00044962884601816805,1.4499999999999997
90169,DAISY HAIR COMB,47.839999999999996,19,11,1,11,0.00044953487969716117,2.517894736842105
90036A,FLOWER GARLAND NECKLACE RED,47.7,6,4,3,4,0.00044821935120306416,7.95
90165B,WHITE ROSEBUD  PEARL EARRINGS,47.43,19,18,1,18,0.00044568226053587703,2.4963157894736843
17084J,LOVE POTION MASALA INCENSE,47.25,225,8,8,8,0.0004439908667577522,0.21
90065A,WHITE VINTAGE CRYSTAL BRACELET,47.25,7,4,3,4,0.0004439908667577522,6.75
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,7,3,8,0.0004435210351527176,2.95
84706F,RED PEONY TABLE CLOCK,47.2,16,10,9,10,0.0004435210351527176,2.95
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,3,3,0.0004435210351527176,2.95
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1,1,0.0004397623823124403,1.95
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,1,1,1,0.0004397623823124403,1.95
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,46.76,16,10,1,10,0.00043938651702841254,2.9225
